,ID,State,Constituency,S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes,Winner,Margin
178.0,S0110005,Andhra Pradesh,Eluru,5.0,NITTA AKHILA DHARANI PAL,Bahujan Samaj Party,6664.0,68.0,6732.0,0.49,False,-739619
179.0,S0110006,Andhra Pradesh,Eluru,6.0,BOKINALA KOTESWARA RAO,Independent,2253.0,10.0,2263.0,0.16,False,-744088
180.0,S0110007,Andhra Pradesh,Eluru,7.0,RUDRAPAKA RATNA RAO (R.R.R),Andhra Rastra Praja Samithi,1523.0,3.0,1526.0,0.11,False,-744825
181.0,S0110008,Andhra Pradesh,Eluru,8.0,KANDAVALLI JEEVA DEVA DAYAKAR,Independent,1172.0,8.0,1180.0,0.09,False,-745171
182.0,S0110009,Andhra Pradesh,Eluru,9.0,AGASTEEN KOMMINA,Independent,1001.0,3.0,1004.0,0.07,False,-745347
183.0,S0110010,Andhra Pradesh,Eluru,10.0,DR. MENDEM SANTHOSH KUMAR (PEDDA BABULU),Liberation Congress Party,777.0,9.0,786.0,0.06,False,-745565
184.0,S0110011,Andhra Pradesh,Eluru,11.0,RAJESWARA RAO KONDRU,Bharatheeya Jawan Kisan Party,729.0,3.0,732.0,0.05,False,-745619
185.0,S0110012,Andhra Pradesh,Eluru,12.0,GODUGUPATI VEERA RAGHAVULU,Pyramid Party of India,710.0,5.0,715.0,0.05,False,-745636
186.0,S0110013,Andhra Pradesh,Eluru,13.0,BYRABOYINA MALYADRI,Bharatha Chaitanya Yuvajana Party,705.0,10.0,715.0,0.05,False,-745636
187.0,S0110014,Andhra Pradesh,Eluru,14.0,NOTA,None of the Above,22371.0,144.0,22515.0,1.63,False,-723836
188.0,S0111001,Andhra Pradesh,Machilipatnam,1.0,BALASHOWRY VALLABHANENI,Janasena Party,712149.0,12290.0,724439.0,55.22,True,223179
189.0,S0111002,Andhra Pradesh,Machilipatnam,2.0,SIMHADRI CHANDRA SEKHAR RAO,Yuvajana Sramika Rythu Congress Party,495211.0,6049.0,501260.0,38.21,False,-223179
190.0,S0111003,Andhra Pradesh,Machilipatnam,3.0,GOLLU KRISHNA,Indian National Congress,31130.0,695.0,31825.0,2.43,False,-692614
191.0,S0111004,Andhra Pradesh,Machilipatnam,4.0,BAAL SHOURI CHODABATHINA,Jatiya Jana Sena Party,10518.0,623.0,11141.0,0.85,False,-713298
192.0,S0111005,Andhra Pradesh,Machilipatnam,5.0,DEVAMANI DEVARAPALLI,Bahujan Samaj Party,9911.0,117.0,10028.0,0.76,False,-714411
193.0,S0111006,Andhra Pradesh,Machilipatnam,6.0,KOMMARAJU SIVA NARASIMHA RAO,All India Forward Bloc,5245.0,9.0,5254.0,0.4,False,-719185
194.0,S0111007,Andhra Pradesh,Machilipatnam,7.0,VALLABHANENI NAGA PAVAN KUMAR,Independent,5206.0,14.0,5220.0,0.4,False,-719219
195.0,S0111008,Andhra Pradesh,Machilipatnam,8.0,MARADANI K R SWAMY,Jai Maha Bharath Party,2206.0,8.0,2214.0,0.17,False,-722225
196.0,S0111009,Andhra Pradesh,Machilipatnam,9.0,GANDHI  DHANEKULA,Independent,1989.0,2.0,1991.0,0.15,False,-722448
197.0,S0111010,Andhra Pradesh,Machilipatnam,10.0,PAMULA BALA SOWRYAMMA,Independent,1576.0,6.0,1582.0,0.12,False,-722857
198.0,S0111011,Andhra Pradesh,Machilipatnam,11.0,ANUSHA YERUVA,Independent,1233.0,2.0,1235.0,0.09,False,-723204
199.0,S0111012,Andhra Pradesh,Machilipatnam,12.0,GUDAVALLI VENKATA KEDARESWARA RAO,Independent,1102.0,9.0,1111.0,0.08,False,-723328
200.0,S0111013,Andhra Pradesh,Machilipatnam,13.0,JOGI VEERANJANEYULU,Independent,1020.0,2.0,1022.0,0.08,False,-723417
201.0,S0111014,Andhra Pradesh,Machilipatnam,14.0,DAMODARA RAO GUDAVALLI,Independent,928.0,2.0,930.0,0.07,False,-723509
202.0,S0111015,Andhra Pradesh,Machilipatnam,15.0,APPARAO ENNETI,Independent,625.0,1.0,626.0,0.05,False,-723813
203.0,S0111016,Andhra Pradesh,Machilipatnam,16.0,NOTA,None of the Above,12008.0,118.0,12126.0,0.92,False,-712313
204.0,S0112001,Andhra Pradesh,Vijayawada,1.0,KESINENI SIVANATH (CHINNI),Telugu Desam,784722.0,9432.0,794154.0,58.21,True,282085
205.0,S0112002,Andhra Pradesh,Vijayawada,2.0,KESINENI SRINIVAS  (NANI),Yuvajana Sramika Rythu Congress Party,505637.0,6432.0,512069.0,37.53,False,-282085
206.0,S0112003,Andhra Pradesh,Vijayawada,3.0,BHARGAV VALLURU,Indian National Congress,23498.0,608.0,24106.0,1.77,False,-770048
207.0,S0112004,Andhra Pradesh,Vijayawada,4.0,KRISHNA KISHORE YANAMANDRA,Navataram Party,7710.0,168.0,7878.0,0.58,False,-786276
208.0,S0112005,Andhra Pradesh,Vijayawada,5.0,VENKATA ASHOK PAPPURI,Independent,6672.0,,6672.0,0.49,False,-787482
209.0,S0112006,Andhra Pradesh,Vijayawada,6.0,DEVARAPALLI MALLIKARJUNA RAO (MAHESH),Independent,3199.0,,3199.0,0.23,False,-790955
210.0,S0112007,Andhra Pradesh,Vijayawada,7.0,MEKA VENKATESWARA RAO,Bahujan Samaj Party,2184.0,49.0,2233.0,0.16,False,-791921
211.0,S0112008,Andhra Pradesh,Vijayawada,8.0,ANIL KUMAR MADDINENI,Independent,1240.0,,1240.0,0.09,False,-792914
212.0,S0112009,Andhra Pradesh,Vijayawada,9.0,BARRE SREENIVASARAO (JAI BHEEM SRINIVAS),Telugu Rajadhikara Samiti Party,609.0,6.0,615.0,0.05,False,-793539
213.0,S0112010,Andhra Pradesh,Vijayawada,10.0,SYED KHAMURUNNISA,Navarang Congress Party,600.0,1.0,601.0,0.04,False,-793553
214.0,S0112011,Andhra Pradesh,Vijayawada,11.0,CHAGANTIPATI GANGADHAR GANDHI,Pyramid Party of India,486.0,3.0,489.0,0.04,False,-793665
215.0,S0112012,Andhra Pradesh,Vijayawada,12.0,DATLA LURTHU MERI,Jaibhim Rao Bharat Party,409.0,8.0,417.0,0.03,False,-793737
216.0,S0112013,Andhra Pradesh,Vijayawada,13.0,PERAM SIVA NAGESWARA RAO,Republican Party of India (Athawale),365.0,3.0,368.0,0.03,False,-793786
217.0,S0112014,Andhra Pradesh,Vijayawada,14.0,DEVARASETTY RAVEENDRA BABU,Andhra Rastra Praja Samithi,328.0,3.0,331.0,0.02,False,-793823
218.0,S0112015,Andhra Pradesh,Vijayawada,15.0,GUJJULA LALITHA,Socialist Unity Centre Of India (COMMUNIST),323.0,4.0,327.0,0.02,False,-793827
219.0,S0112016,Andhra Pradesh,Vijayawada,16.0,N DASARADHA RAMI REDDY,All India Jaihind Party,268.0,1.0,269.0,0.02,False,-793885
220.0,S0112017,Andhra Pradesh,Vijayawada,17.0,CHINTHALACHERUVU HEMALATHA,Jai Maha Bharath Party,239.0,5.0,244.0,0.02,False,-793910
221.0,S0112018,Andhra Pradesh,Vijayawada,18.0,NOTA,None of the Above,9038.0,155.0,9193.0,0.67,False,-784961
222.0,S0113001,Andhra Pradesh,Guntur,1.0,DR CHANDRA SEKHAR PEMMASANI,Telugu Desam,851020.0,13928.0,864948.0,60.68,True,344695
223.0,S0113002,Andhra Pradesh,Guntur,2.0,KILARI VENKATA ROSAIAH,Yuvajana Sramika Rythu Congress Party,513563.0,6690.0,520253.0,36.5,False,-344695
224.0,S0113003,Andhra Pradesh,Guntur,3.0,JANGALA AJAY KUMAR,Communist Party of India,8317.0,320.0,8637.0,0.61,False,-856311
225.0,S0113004,Andhra Pradesh,Guntur,4.0,SIVAREDDY. ENDREDDY,Navataram Party,5628.0,1.0,5629.0,0.39,False,-859319
226.0,S0113005,Andhra Pradesh,Guntur,5.0,TENALI PRAKASH,Bahujan Samaj Party,4172.0,100.0,4272.0,0.3,False,-860676
227.0,S0113006,Andhra Pradesh,Guntur,6.0,SIKHAKOLLI HEMA GOWRI SHANKAR,Jatiya Jana Sena Party,1959.0,5.0,1964.0,0.14,False,-862984
228.0,S0113007,Andhra Pradesh,Guntur,7.0,SAMUDRALA CHINNA KOTAIAH,Jaibhim Rao Bharat Party,1748.0,5.0,1753.0,0.12,False,-863195
229.0,S0113008,Andhra Pradesh,Guntur,8.0,UMAR BHASHA SHAIK,Jana Sahayaka Sakthi,1273.0,2.0,1275.0,0.09,False,-863673
230.0,S0113009,Andhra Pradesh,Guntur,9.0,SYED. SAIDA,Navarang Congress Party,1216.0,6.0,1222.0,0.09,False,-863726
231.0,S0113010,Andhra Pradesh,Guntur,10.0,AMBATI CHALAMAIAH,Pyramid Party of India,1029.0,2.0,1031.0,0.07,False,-863917
232.0,S0113011,Andhra Pradesh,Guntur,11.0,PILLI BABU RAO,Independent,688.0,4.0,692.0,0.05,False,-864256
233.0,S0113012,Andhra Pradesh,Guntur,12.0,HARI VENKATA SATISH  KURNALA,Jai Bharat National Party,540.0,2.0,542.0,0.04,False,-864406
234.0,S0113013,Andhra Pradesh,Guntur,13.0,VISHNU REDDY LANKIREDDY,Bengaluru Nava Nirmana Party,461.0,,461.0,0.03,False,-864487
235.0,S0113014,Andhra Pradesh,Guntur,14.0,EMANI. CHANDRASEKHAR RAO,Navodayam Party,409.0,5.0,414.0,0.03,False,-864534
236.0,S0113015,Andhra Pradesh,Guntur,15.0,SHAIK. KHAJAVALI,Independent,387.0,4.0,391.0,0.03,False,-864557
237.0,S0113016,Andhra Pradesh,Guntur,16.0,CHALLAPALLI RATAN RAJU,Viduthalai Chiruthaigal Katchi,374.0,4.0,378.0,0.03,False,-864570
238.0,S0113017,Andhra Pradesh,Guntur,17.0,KANNEBOYINA VAMSI KRISHNA YADAV,Independent,368.0,7.0,375.0,0.03,False,-864573
239.0,S0113018,Andhra Pradesh,Guntur,18.0,MOHAMMAD KHAJA MOINUDDIN CHISTI PASHA,Andhra Pradesh Rashtra Samithi,353.0,5.0,358.0,0.03,False,-864590
240.0,S0113019,Andhra Pradesh,Guntur,19.0,GAYATRI AUDHIPUDI,Independent,350.0,7.0,357.0,0.03,False,-864591
241.0,S0113020,Andhra Pradesh,Guntur,20.0,ASHOK ANAND GALI,Independent,335.0,,335.0,0.02,False,-864613
242.0,S0113021,Andhra Pradesh,Guntur,21.0,SHAIK ASLAM AKTHER,Independent,334.0,1.0,335.0,0.02,False,-864613
243.0,S0113022,Andhra Pradesh,Guntur,22.0,PATHAN KHAJA (BASHA),Telugu Rajadhikara Samiti Party,328.0,4.0,332.0,0.02,False,-864616
244.0,S0113023,Andhra Pradesh,Guntur,23.0,AMARTHALURI VENKATESWARA RAO.,Marxist Communist Party of India (United),308.0,4.0,312.0,0.02,False,-864636
245.0,S0113024,Andhra Pradesh,Guntur,24.0,DR. RAYAPUDI RAJESH VIJAY KUMAR,Indian Labour Party (Ambedkar Phule),306.0,4.0,310.0,0.02,False,-864638
246.0,S0113025,Andhra Pradesh,Guntur,25.0,BURAGA RATNAM,Loktantrik Janta Dal,304.0,12.0,316.0,0.02,False,-864632
247.0,S0113026,Andhra Pradesh,Guntur,26.0,VANKAYALAPATI VENKATA SIVA RAMANJANEYULU,Independent,268.0,,268.0,0.02,False,-864680
248.0,S0113027,Andhra Pradesh,Guntur,27.0,SIVA PARVATHI,Independent,262.0,4.0,266.0,0.02,False,-864682
249.0,S0113028,Andhra Pradesh,Guntur,28.0,BOMMASANI MUTYALA RAO,All Peoples Party,200.0,7.0,207.0,0.01,False,-864741
250.0,S0113029,Andhra Pradesh,Guntur,29.0,SRIKRISHNA AKKISETTI,Independent,179.0,,179.0,0.01,False,-864769
251.0,S0113030,Andhra Pradesh,Guntur,30.0,MADAVARAPU NAGA RAJU,Independent,172.0,,172.0,0.01,False,-864776
252.0,S0113031,Andhra Pradesh,Guntur,31.0,NOTA,None of the Above,7210.0,177.0,7387.0,0.52,False,-857561
253.0,S0114001,Andhra Pradesh,Narsaraopet,1.0,LAVU SRIKRISHNA DEVARAYALU,Telugu Desam,798097.0,9899.0,807996.0,53.88,True,159729
254.0,S0114002,Andhra Pradesh,Narsaraopet,2.0,ANIL KUMAR POLUBOINA,Yuvajana Sramika Rythu Congress Party,642186.0,6081.0,648267.0,43.23,False,-159729
255.0,S0114003,Andhra Pradesh,Narsaraopet,3.0,GARNEPUDI ALEXANDER SUDHAKAR,Indian National Congress,17520.0,526.0,18046.0,1.2,False,-789950
256.0,S0114004,Andhra Pradesh,Narsaraopet,4.0,ORSU PREMARAJU,Bahujan Samaj Party,5276.0,33.0,5309.0,0.35,False,-802687
257.0,S0114005,Andhra Pradesh,Narsaraopet,5.0,KUCHIPUDI JOHN BABU,Jaibhim Rao Bharat Party,2328.0,8.0,2336.0,0.16,False,-805660
258.0,S0114006,Andhra Pradesh,Narsaraopet,6.0,GARLAPATI SUBHASH PREM,Revolutionary Socialist Party,1243.0,2.0,1245.0,0.08,False,-806751
259.0,S0114007,Andhra Pradesh,Narsaraopet,7.0,YAMPATI VEERANJANEYA REDDY,Independent,1056.0,1.0,1057.0,0.07,False,-806939
260.0,S0114008,Andhra Pradesh,Narsaraopet,8.0,SUBBARAO CHALLA,Independent,1051.0,,1051.0,0.07,False,-806945
261.0,S0114009,Andhra Pradesh,Narsaraopet,9.0,ABDUL RAJAK SHAIK,Independent,718.0,5.0,723.0,0.05,False,-807273
262.0,S0114010,Andhra Pradesh,Narsaraopet,10.0,KOTA POTHURAJU,Pyramid Party of India,667.0,3.0,670.0,0.04,False,-807326
263.0,S0114011,Andhra Pradesh,Narsaraopet,11.0,P VENKATESH,Jaathia Chethi Vruthula Ikya Vedika Party,385.0,3.0,388.0,0.03,False,-807608
264.0,S0114012,Andhra Pradesh,Narsaraopet,12.0,PASUPULETI PICHAIAH,National Nava Kranthi Party,353.0,3.0,356.0,0.02,False,-807640
265.0,S0114013,Andhra Pradesh,Narsaraopet,13.0,PAPPULA SAMBASIVA RAO,Navarang Congress Party,331.0,1.0,332.0,0.02,False,-807664
266.0,S0114014,Andhra Pradesh,Narsaraopet,14.0,DOCTOR GODA RAMESH KUMAR,Jatiya Jana Sena Party,305.0,4.0,309.0,0.02,False,-807687
267.0,S0114015,Andhra Pradesh,Narsaraopet,15.0,THOKALA NAGA RAJU,All India Forward Bloc,277.0,8.0,285.0,0.02,False,-807711
268.0,S0114016,Andhra Pradesh,Narsaraopet,16.0,NOTA,None of the Above,11120.0,79.0,11199.0,0.75,False,-796797
269.0,S0115001,Andhra Pradesh,Bapatla (SC),1.0,KRISHNA PRASAD TENNETI,Telugu Desam,706757.0,10736.0,717493.0,55.16,True,208031
270.0,S0115002,Andhra Pradesh,Bapatla (SC),2.0,NANDIGAM SURESH BABU,Yuvajana Sramika Rythu Congress Party,503816.0,5646.0,509462.0,39.17,False,-208031
271.0,S0115003,Andhra Pradesh,Bapatla (SC),3.0,J.D. SEELAM,Indian National Congress,41673.0,1586.0,43259.0,3.33,False,-674234
272.0,S0115004,Andhra Pradesh,Bapatla (SC),4.0,DOKKA JAGAN MOHANA RAO,Bahujan Samaj Party,6774.0,83.0,6857.0,0.53,False,-710636
273.0,S0115005,Andhra Pradesh,Bapatla (SC),5.0,NALAMALA TIRUPATI RAO,Navataram Party,2888.0,76.0,2964.0,0.23,False,-714529
274.0,S0115006,Andhra Pradesh,Bapatla (SC),6.0,BUSSA. NAGARAJU,Independent,1311.0,7.0,1318.0,0.1,False,-716175
275.0,S0115007,Andhra Pradesh,Bapatla (SC),7.0,GADDE. VIJAYA LAKSHMI,Independent,1046.0,5.0,1051.0,0.08,False,-716442
276.0,S0115008,Andhra Pradesh,Bapatla (SC),8.0,KATTAPOGU. VIJAY KUMAR,Pyramid Party of India,893.0,4.0,897.0,0.07,False,-716596
277.0,S0115009,Andhra Pradesh,Bapatla (SC),9.0,KONDRU KIRAN KUMAR,Independent,791.0,6.0,797.0,0.06,False,-716696
278.0,S0115010,Andhra Pradesh,Bapatla (SC),10.0,KATTA ANAND BABU,Independent,704.0,25.0,729.0,0.06,False,-716764
279.0,S0115011,Andhra Pradesh,Bapatla (SC),11.0,MERUGUPALA SADASIVA RAO,India Praja Bandhu Party,669.0,4.0,673.0,0.05,False,-716820
280.0,S0115012,Andhra Pradesh,Bapatla (SC),12.0,KATTA HEMANAND,Independent,547.0,2.0,549.0,0.04,False,-716944
281.0,S0115013,Andhra Pradesh,Bapatla (SC),13.0,PARRE. KOTAIAH,Jaibhim Rao Bharat Party,408.0,4.0,412.0,0.03,False,-717081
282.0,S0115014,Andhra Pradesh,Bapatla (SC),14.0,PALADUG VIJENDRA RAO (BAHUJAN),Liberation Congress Party,294.0,12.0,306.0,0.02,False,-717187
283.0,S0115015,Andhra Pradesh,Bapatla (SC),15.0,CHINNAM MURALIDHAR,All Peoples Party,252.0,3.0,255.0,0.02,False,-717238
284.0,S0115016,Andhra Pradesh,Bapatla (SC),16.0,NOTA,None of the Above,13599.0,124.0,13723.0,1.06,False,-703770
285.0,S0116001,Andhra Pradesh,Ongole,1.0,MAGUNTA SREENIVASULU REDDY,Telugu Desam,689829.0,12065.0,701894.0,49.35,True,50199
286.0,S0116002,Andhra Pradesh,Ongole,2.0,DR CHEVIREDDY BHASKAR REDD,Yuvajana Sramika Rythu Congress Party,644052.0,7643.0,651695.0,45.82,False,-50199
287.0,S0116003,Andhra Pradesh,Ongole,3.0,EDA SUDHAKARA REDDY,Indian National Congress,25803.0,919.0,26722.0,1.88,False,-675172
288.0,S0116004,Andhra Pradesh,Ongole,4.0,DHARANIKOTA LAKSHMI NARAYANA,Bahujan Samaj Party,6238.0,76.0,6314.0,0.44,False,-695580
289.0,S0116005,Andhra Pradesh,Ongole,5.0,BUCHI EDUKONDALU,Independent,3046.0,2.0,3048.0,0.21,False,-698846
290.0,S0116006,Andhra Pradesh,Ongole,6.0,PODILI RAMBABU,Independent,3035.0,38.0,3073.0,0.22,False,-698821
291.0,S0116007,Andhra Pradesh,Ongole,7.0,ORSU VEENA,Jai Bharat National Party,2242.0,25.0,2267.0,0.16,False,-699627
292.0,S0116008,Andhra Pradesh,Ongole,8.0,BONTHA RANGA REDDY,Independent,1923.0,,1923.0,0.14,False,-699971
293.0,S0116009,Andhra Pradesh,Ongole,9.0,BODDU KRANTHI KUMAR,Independent,1797.0,1.0,1798.0,0.13,False,-700096
294.0,S0116010,Andhra Pradesh,Ongole,10.0,MOHAN GOUD J V,Independent,1442.0,5.0,1447.0,0.1,False,-700447
295.0,S0116011,Andhra Pradesh,Ongole,11.0,U MADHU BABU,Independent,1006.0,2.0,1008.0,0.07,False,-700886
296.0,S0116012,Andhra Pradesh,Ongole,12.0,KARATAPU RAJU,Independent,730.0,5.0,735.0,0.05,False,-701159
297.0,S0116013,Andhra Pradesh,Ongole,13.0,JAGADEESH RAYAPATI,Independent,713.0,12.0,725.0,0.05,False,-701169
298.0,S0116014,Andhra Pradesh,Ongole,14.0,DEVIREDDY BALANJANEYULU,Independent,710.0,6.0,716.0,0.05,False,-701178
299.0,S0116015,Andhra Pradesh,Ongole,15.0,HARI PRASAD TUPAKULA,Independent,706.0,5.0,711.0,0.05,False,-701183
300.0,S0116016,Andhra Pradesh,Ongole,16.0,PASAM VENKATESWARLU YADAV,Samajwadi Party,699.0,44.0,743.0,0.05,False,-701151
301.0,S0116017,Andhra Pradesh,Ongole,17.0,SURYA TEJA KOTA,Pyramid Party of India,674.0,9.0,683.0,0.05,False,-701211
302.0,S0116018,Andhra Pradesh,Ongole,18.0,AKUMALLA MALLIKARJUNA REDDY,Independent,575.0,,575.0,0.04,False,-701319
303.0,S0116019,Andhra Pradesh,Ongole,19.0,VESHAPOGU GURAVABABU,Independent,457.0,4.0,461.0,0.03,False,-701433
304.0,S0116020,Andhra Pradesh,Ongole,20.0,KOMMU YOHANU,Liberation Congress Party,454.0,7.0,461.0,0.03,False,-701433
305.0,S0116021,Andhra Pradesh,Ongole,21.0,SESHUBABU GUDDANTI,Independent,449.0,,449.0,0.03,False,-701445
306.0,S0116022,Andhra Pradesh,Ongole,22.0,SINGAMNENI SREEKANTH,Independent,407.0,3.0,410.0,0.03,False,-701484
307.0,S0116023,Andhra Pradesh,Ongole,23.0,YARRA DASARADHARAMAIAH,Independent,394.0,,394.0,0.03,False,-701500
308.0,S0116024,Andhra Pradesh,Ongole,24.0,KOTA VAMSI KRISHNA,Independent,365.0,,365.0,0.03,False,-701529
309.0,S0116025,Andhra Pradesh,Ongole,25.0,K PAVAN KALYAN,Jatiya Jana Sena Party,362.0,30.0,392.0,0.03,False,-701502
310.0,S0116026,Andhra Pradesh,Ongole,26.0,NOTA,None of the Above,13066.0,139.0,13205.0,0.93,False,-688689
311.0,S0117001,Andhra Pradesh,Nandyal,1.0,DR BYREDDY SHABARI,Telugu Desam,689417.0,11714.0,701131.0,49.92,True,111975
312.0,S0117002,Andhra Pradesh,Nandyal,2.0,POCHA BRAHMANANDA REDDY,Yuvajana Sramika Rythu Congress Party,583155.0,6001.0,589156.0,41.95,False,-111975
313.0,S0117003,Andhra Pradesh,Nandyal,3.0,J LAKSHMI NARASIMHA YADAV,Indian National Congress,54920.0,1284.0,56204.0,4.0,False,-644927
314.0,S0117004,Andhra Pradesh,Nandyal,4.0,P GURUVAIAH,Independent,8190.0,1.0,8191.0,0.58,False,-692940
315.0,S0117005,Andhra Pradesh,Nandyal,5.0,A CHINNA MOULALI,Bahujan Samaj Party,7768.0,63.0,7831.0,0.56,False,-693300
316.0,S0117006,Andhra Pradesh,Nandyal,6.0,HAFIZ ATAULLAH KHAN,Social Democratic Party Of India,6858.0,74.0,6932.0,0.49,False,-694199
317.0,S0117007,Andhra Pradesh,Nandyal,7.0,KOMMUSANI PEDDA KAMBAGIRI SWAMY,Independent,4633.0,,4633.0,0.33,False,-696498
318.0,S0117008,Andhra Pradesh,Nandyal,8.0,GAGGERA VENKATA RAMANAIAH,Independent,3027.0,4.0,3031.0,0.22,False,-698100
319.0,S0117009,Andhra Pradesh,Nandyal,9.0,DUMAVATH SWAMY NAIK,Independent,2348.0,10.0,2358.0,0.17,False,-698773
320.0,S0117010,Andhra Pradesh,Nandyal,10.0,KUNUKUNTLA RAMUDU,Independent,1408.0,5.0,1413.0,0.1,False,-699718
321.0,S0117011,Andhra Pradesh,Nandyal,11.0,E ANIL KUMAR,Independent,1332.0,2.0,1334.0,0.09,False,-699797
322.0,S0117012,Andhra Pradesh,Nandyal,12.0,C SURENDRA NATHA REDDY,Independent,1267.0,1.0,1268.0,0.09,False,-699863
323.0,S0117013,Andhra Pradesh,Nandyal,13.0,BRAHMANANDA REDDY K,Independent,1261.0,11.0,1272.0,0.09,False,-699859
324.0,S0117014,Andhra Pradesh,Nandyal,14.0,UPPU SUBBARAYUDU,Jaathia Chethi Vruthula Ikya Vedika Party,785.0,6.0,791.0,0.06,False,-700340
325.0,S0117015,Andhra Pradesh,Nandyal,15.0,NAGESWARA RAO,Independent,678.0,2.0,680.0,0.05,False,-700451
326.0,S0117016,Andhra Pradesh,Nandyal,16.0,VIJAYA BHASKAR REDDYPOGU,Independent,641.0,,641.0,0.05,False,-700490
327.0,S0117017,Andhra Pradesh,Nandyal,17.0,YELAMPALLE GOVARDHAN REDDY,All India Forward Bloc,638.0,4.0,642.0,0.05,False,-700489
328.0,S0117018,Andhra Pradesh,Nandyal,18.0,BHUMA VEERA BHADRA REDDY,Navarang Congress Party,630.0,16.0,646.0,0.05,False,-700485
329.0,S0117019,Andhra Pradesh,Nandyal,19.0,PANDU RANGA YADAV SIDDAPU,Samajwadi Party,594.0,11.0,605.0,0.04,False,-700526
330.0,S0117020,Andhra Pradesh,Nandyal,20.0,CHANDINI REDDY VAKATI,Liberation Congress Party,546.0,10.0,556.0,0.04,False,-700575
331.0,S0117021,Andhra Pradesh,Nandyal,21.0,B C RAMANADHA AREDDY,Independent,472.0,,472.0,0.03,False,-700659
332.0,S0117022,Andhra Pradesh,Nandyal,22.0,GAJULA SHALIMIYA,Anna YSR Congress Party,468.0,18.0,486.0,0.03,False,-700645
333.0,S0117023,Andhra Pradesh,Nandyal,23.0,KULURU RAMA KRISHNA REDDY,Neethi Nijayithi Party,428.0,2.0,430.0,0.03,False,-700701
334.0,S0117024,Andhra Pradesh,Nandyal,24.0,CH P MALLESWARUDU,Independent,417.0,4.0,421.0,0.03,False,-700710
335.0,S0117025,Andhra Pradesh,Nandyal,25.0,I V PAKKIR REDDY,Independent,408.0,2.0,410.0,0.03,False,-700721
336.0,S0117026,Andhra Pradesh,Nandyal,26.0,V MADHUSUDHANA REDDY,Independent,399.0,2.0,401.0,0.03,False,-700730
337.0,S0117027,Andhra Pradesh,Nandyal,27.0,BUSHAKU MAHESWARA REDDY,Independent,390.0,,390.0,0.03,False,-700741
338.0,S0117028,Andhra Pradesh,Nandyal,28.0,U P MUNI REDDY,Independent,376.0,,376.0,0.03,False,-700755
339.0,S0117029,Andhra Pradesh,Nandyal,29.0,GOGULA SUGUNAMMA,Jai Maha Bharath Party,375.0,4.0,379.0,0.03,False,-700752
340.0,S0117030,Andhra Pradesh,Nandyal,30.0,BELLAMKONDA SREENIVASULU,Independent,352.0,1.0,353.0,0.03,False,-700778
341.0,S0117031,Andhra Pradesh,Nandyal,31.0,BALIJA SHIVA KUMAR,Independent,288.0,,288.0,0.02,False,-700843
342.0,S0117032,Andhra Pradesh,Nandyal,32.0,NOTA,None of the Above,10538.0,159.0,10697.0,0.76,False,-690434
343.0,S0118001,Andhra Pradesh,Kurnoolu,1.0,BASTIPATI NAGARAJU PANCHALINGALA,Telugu Desam,650335.0,8579.0,658914.0,49.51,True,111298
344.0,S0118002,Andhra Pradesh,Kurnoolu,2.0,B Y RAMAIAH,Yuvajana Sramika Rythu Congress Party,543801.0,3815.0,547616.0,41.15,False,-111298
345.0,S0118003,Andhra Pradesh,Kurnoolu,3.0,P.G.RAMPULLAIAH YADAV LUCKY-2,Indian National Congress,68972.0,1401.0,70373.0,5.29,False,-588541
346.0,S0118004,Andhra Pradesh,Kurnoolu,4.0,MANCHALA LAKSHMI NARAYANA,Bahujan Samaj Party,8533.0,56.0,8589.0,0.65,False,-650325
347.0,S0118005,Andhra Pradesh,Kurnoolu,5.0,BOYA SURESH,Independent,5891.0,9.0,5900.0,0.44,False,-653014
348.0,S0118006,Andhra Pradesh,Kurnoolu,6.0,T. BEECHUPALLI,Independent,5125.0,2.0,5127.0,0.39,False,-653787
349.0,S0118007,Andhra Pradesh,Kurnoolu,7.0,VIJAYA BHASKAR .REDDYPOGU,Independent,3504.0,4.0,3508.0,0.26,False,-655406
350.0,S0118008,Andhra Pradesh,Kurnoolu,8.0,PAGADALA KODANDA,Independent,3070.0,6.0,3076.0,0.23,False,-655838
351.0,S0118009,Andhra Pradesh,Kurnoolu,9.0,DEVARAPOGU MADDILETY,Independent,2576.0,6.0,2582.0,0.19,False,-656332
352.0,S0118010,Andhra Pradesh,Kurnoolu,10.0,PRAKASH REDDY RALAMPADU,Independent,2222.0,3.0,2225.0,0.17,False,-656689
353.0,S0118011,Andhra Pradesh,Kurnoolu,11.0,JAHANGIR AHMED,Social Democratic Party Of India,2058.0,16.0,2074.0,0.16,False,-656840
354.0,S0118012,Andhra Pradesh,Kurnoolu,12.0,DR. REDDYPOGU PRAVEEN KUMAR,Independent,1847.0,9.0,1856.0,0.14,False,-657058
355.0,S0118013,Andhra Pradesh,Kurnoolu,13.0,ABDUL SATTAR  A.S.R,Anna YSR Congress Party,1565.0,36.0,1601.0,0.12,False,-657313
356.0,S0118014,Andhra Pradesh,Kurnoolu,14.0,VALMIKI ARJUNA,Bharatha Chaitanya Yuvajana Party,1385.0,5.0,1390.0,0.1,False,-657524
